player_id,year,team,league,G,PA,AB,R,H,doubles,triples,HR,RBI,BB,SO,SB,CS,IBB,HBP,SH,SF,GIDP,TB
112559,2005,FLO,,123,384,335,42,102,20,2,3,33,38,58,2,0,2,3,2,6,12,135
112559,2006,PHI,,134,539,489,54,131,26,4,10,66,40,65,3,2,4,4,1,5,13,195
112559,2007,NYN,,99,292,256,25,65,13,1,6,37,27,36,4,0,2,0,2,7,5,98
112560,1920,DET,,4,4,5,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1
112561,1934,CHA,,62,209,225,35,56,11,3,0,16,18,7,2,2,0,1,10,0,3,73
112561,1935,CHA,,61,150,140,20,40,7,1,0,15,14,6,3,3,1,1,7,0,2,49
112562,1952,BSN,,3,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2
112562,1954,MLN,,26,76,77,5,12,1,0,0,3,0,13,0,0,0,0,3,0,2,13
112562,1955,MLN,,21,58,54,2,11,1,0,0,4,0,12,0,0,0,0,8,0,2,12
112562,1956,MLN,,23,46,45,1,7,1,0,0,4,1,4,0,0,0,0,8,0,1,8
112562,1957,MLN,,22,49,46,1,9,2,0,0,2,1,14,0,0,0,0,2,0,0,11
112562,1958,MLN,,7,16,16,2,3,0,0,1,2,0,4,0,0,0,0,0,0,0,6
112562,1959,PHI,,22,72,67,3,16,2,0,0,5,0,16,0,1,0,1,4,0,0,18
112562,1960,PHI,,25,66,63,3,8,2,0,1,5,0,14,0,0,0,1,2,0,2,13
112562,1961,BOS,,29,79,73,8,16,3,0,2,8,2,22,0,0,0,1,2,1,1,25
112562,1962,BOS,,33,93,87,7,18,6,1,1,12,1,21,0,0,0,1,1,3,0,29
112562,1963,BOS,,9,16,15,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,4
112564,1914,BLF,,16,36,35,0,4,0,0,0,1,1,14,0,0,0,0,0,0,0,4
112564,1915,BLF,,13,17,24,4,6,2,1,0,1,1,6,0,0,0,0,0,0,0,10
112564,1918,CIN,,3,5,4,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2
112565,1958,PHI,,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
112566,1923,BSN,,55,161,148,23,32,3,0,0,17,10,11,0,3,0,6,5,2,3,35
112567,1898,PHI,,1,0,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3
112567,1900,PHI,,5,0,9,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,4
112567,1901,PHI,,5,0,18,2,4,1,0,0,0,0,5,0,0,0,1,0,0,0,5
112568,1983,CHN,,8,10,10,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1
112568,1985,BAL,,49,135,112,16,26,4,0,3,15,19,21,0,0,0,1,2,1,1,39
112569,1921,CHA,,4,9,9,2,4,0,1,0,0,0,1,0,0,0,0,0,0,1,6
112569,1923,CHA,,3,4,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
112569,1924,CHA,,25,49,50,3,11,1,0,0,0,1,10,0,0,0,0,1,0,0,12
112569,1925,CHA,,22,30,28,4,7,1,1,0,4,2,3,0,0,0,0,4,0,1,10
112569,1926,CHA,,16,37,32,3,5,0,0,0,3,1,7,1,0,0,0,3,1,0,5
112569,1927,CHA,,32,70,66,5,21,1,0,0,6,2,10,0,0,0,0,6,1,0,22
112569,1928,CHA,,11,16,17,2,2,1,0,0,0,0,7,0,0,0,0,1,0,0,3
112569,1931,CLE,,12,32,27,4,5,3,1,0,3,1,8,0,0,0,0,4,0,0,10
112569,1932,CLE,,23,43,40,4,7,1,1,1,5,1,15,0,0,0,0,2,0,0,13
112569,1933,CLE,,20,30,26,3,6,1,1,0,2,1,7,0,0,0,0,3,0,1,9
112569,1934,CLE,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112570,1931,CLE,,12,39,49,5,14,3,0,0,4,2,3,0,0,0,1,0,0,1,17
112570,1932,CLE,,23,60,60,8,14,3,1,0,5,4,8,1,0,0,0,0,0,2,19
112571,1906,BSN,,12,0,44,3,9,0,0,0,1,3,3,1,0,0,1,0,0,0,9
112572,1931,PHI,,5,8,12,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,3
112573,1926,NY1,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112576,1920,NYA,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112576,1921,NYA,,3,6,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
112577,1945,PHA,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112577,1950,DET,,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112577,1952,NY1,,5,12,11,2,4,2,2,0,3,1,5,0,1,0,0,0,0,0,10
112577,1953,NY1,,4,6,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
112578,1964,BOS,,12,21,18,2,3,1,0,0,2,1,8,0,0,0,0,2,0,0,4
112578,1967,CLE,,8,12,11,1,2,1,0,0,0,0,2,0,0,0,0,1,0,0,3
112579,1929,BOS,,3,8,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
112579,1930,BOS,,20,53,48,1,9,2,0,0,7,4,3,0,0,0,0,1,2,2,11
112579,1931,BOS,,37,78,93,3,7,1,0,0,3,5,18,0,0,0,1,1,0,1,8
112579,1932,BOS,,73,205,222,9,51,8,4,0,22,20,27,0,1,0,0,2,0,7,67
112581,1913,BSN,,124,510,427,79,120,18,11,5,57,66,50,18,18,0,1,15,4,5,175
112581,1914,BSN,,118,459,399,64,124,29,11,9,64,49,36,12,15,2,8,11,2,2,202
112581,1915,BSN,,104,355,306,48,91,14,8,0,27,40,35,13,13,0,5,6,2,2,121
112581,1916,BSN,,60,130,110,11,25,5,2,0,12,14,14,5,5,0,1,3,2,0,34
112582,1921,NY1,,2,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
112582,1922,CLE,,12,51,45,6,11,2,1,0,6,5,8,1,0,0,0,0,1,1,15
112582,1923,CLE,,51,139,117,25,35,11,1,3,25,15,8,1,3,0,0,4,3,3,57
112582,1924,BOS,,8,5,11,1,1,0,0,0,1,2,2,0,0,0,0,1,0,0,1
112583,1925,BOS,,40,116,107,12,28,7,1,0,20,23,9,0,3,0,0,0,2,3,37
112584,1915,WS1,,48,156,142,14,26,3,2,0,13,14,19,5,4,0,2,1,2,2,33
112586,1898,CHN,,138,0,505,51,114,9,9,0,67,42,32,11,0,0,4,12,0,0,141
112586,1899,CHN,,68,0,234,26,48,7,1,0,24,18,13,6,0,0,1,10,0,0,57
112588,1900,BSN,,7,0,19,2,4,0,0,0,4,2,2,1,0,0,0,0,0,0,4
112588,1901,CLE,,75,0,224,23,45,6,2,1,16,11,6,6,0,0,4,5,0,0,58
112588,1905,NYA,,8,0,22,2,5,1,0,0,2,2,5,1,0,0,0,2,0,0,6
112592,1949,BRO,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112592,1951,CHN,,63,199,201,16,48,5,1,2,18,12,25,4,0,0,0,1,0,0,61
112593,1937,CHA,,28,109,103,12,24,4,1,2,12,14,19,2,1,0,0,1,0,2,36
112593,1938,CHA,,24,57,62,14,22,4,0,6,13,9,17,0,0,0,0,1,0,0,44
112594,1966,CHN,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112594,1967,NYN,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112594,1968,NYN,,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
112597,1986,SLN,,21,40,29,2,4,2,0,0,6,3,11,0,0,0,0,8,0,0,6
112597,1987,SLN,,8,17,15,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,0
112598,1901,MLA,,131,0,504,74,129,20,6,5,64,35,23,21,0,0,8,10,0,0,176
112598,1902,PIT,,97,0,365,55,89,10,6,1,47,24,39,10,0,0,7,10,0,0,114
112598,1903,NYA,,125,0,503,74,137,23,12,1,45,30,34,34,0,0,5,8,0,0,187
112598,1904,NYA,,140,0,489,58,119,18,12,1,52,47,54,30,0,0,7,17,0,0,164
112598,1905,NYA,,101,0,387,55,105,19,11,2,25,33,45,25,0,0,0,7,0,0,152
112598,1906,NYA,,148,0,566,68,139,18,12,4,57,49,65,32,0,0,0,17,0,0,193
112598,1907,NYA,,141,0,526,58,126,12,11,3,45,28,40,41,0,0,4,8,0,0,169
112598,1908,NYA,,141,0,532,44,126,22,3,1,40,16,49,23,0,0,1,23,0,0,157
112598,1909,WS1,,136,0,487,44,120,13,4,1,20,36,33,23,7,0,1,24,1,1,144
112598,1910,WS1,,104,392,352,36,89,12,2,1,32,32,28,11,12,0,1,10,2,10,108
112598,1911,WS1,,101,392,352,40,81,11,5,2,28,23,22,13,3,1,4,10,3,8,108
112599,1923,WS1,,18,67,60,6,8,2,2,0,2,4,9,0,0,0,0,3,0,3,14
112600,1935,PHA,,1,5,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2
112600,1936,PHA,,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
112600,1937,PHA,,23,67,60,4,12,1,1,0,3,7,9,1,1,0,0,0,0,4,15
112600,1942,BOS,,80,242,250,22,50,4,2,4,20,40,47,2,1,4,2,6,0,4,70
112600,1943,BOS,,36,83,89,13,16,5,0,1,6,18,19,0,0,3,3,1,0,2,24
112600,1944,BOS,,18,37,47,6,10,2,0,0,3,11,9,0,0,0,0,0,0,1,12
112601,1953,BOS,,32,67,65,9,14,2,1,1,6,2,23,1,2,0,0,0,0,0,21
112601,1954,BOS,,83,278,242,23,55,7,1,1,11,32,69,2,2,3,2,1,1,4,67
112601,1955,BOS,,7,23,18,4,4,0,0,0,0,5,4,0,0,0,0,0,0,1,4
112601,1956,BOS,,18,14,11,13,2,0,0,0,1,3,5,0,0,0,0,0,0,0,2
112601,1957,BOS,,58,218,196,26,53,6,1,4,19,23,48,1,3,0,0,2,1,4,73
112601,1958,BOS,,29,77,72,13,9,2,1,0,5,5,14,0,0,0,0,0,0,3,13
112601,1959,WS1,,85,261,216,28,46,6,3,0,10,38,58,1,0,0,0,7,0,3,58
112601,1960,WS1,,77,203,174,23,36,4,2,3,15,25,30,1,1,1,1,3,0,6,53
112601,1961,MIN,,6,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
112601,1962,KC1,,79,210,179,18,41,4,2,0,16,25,45,3,3,2,0,5,1,2,49
112602,1957,NY1,,4,6,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
112602,1958,WS1,,7,7,7,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,5
112602,1962,MLN,,3,7,5,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
112602,1963,SFN,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112603,1950,WS1,,20,46,40,6,7,1,0,0,4,2,11,0,0,0,0,4,0,0,8
112603,1951,WS1,,21,42,43,2,10,1,0,0,3,1,9,0,0,0,0,3,0,2,11
112603,1952,WS1,,12,19,16,0,3,0,0,0,3,1,5,0,0,0,0,2,0,0,3
112603,1953,CHA,,19,42,35,1,2,0,0,0,3,1,7,0,0,0,0,6,0,0,2
112603,1954,CHA,,24,55,48,4,11,0,0,0,3,3,10,0,1,0,0,4,0,2,11
112603,1955,CHA,,18,33,29,1,3,0,0,0,1,1,8,0,0,0,0,3,0,0,3
112603,1956,BAL,,5,6,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1
112603,1957,NY1,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112606,1911,WS1,,1,4,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
112607,1941,CLE,,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
112607,1946,CLE,,67,242,258,25,58,6,2,0,18,20,36,2,2,0,0,4,0,5,68
112607,1947,CLE,,27,56,50,3,9,2,0,0,5,3,8,0,0,0,0,3,0,4,11
112607,1948,NY1,,20,55,49,8,12,2,1,1,4,7,10,0,1,0,0,0,0,1,19
112610,1915,PHA,,4,15,15,2,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1
112613,1918,BSN,,14,28,24,4,4,0,0,0,4,2,4,1,0,0,0,1,1,0,4
112615,1911,SLN,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112616,1950,CLE,,6,10,9,2,3,0,0,1,1,1,2,1,0,0,0,0,0,0,6
112617,1913,PIT,,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
112617,1914,PIT,,14,27,27,0,3,0,0,0,1,0,8,0,0,0,0,0,0,1,3
112617,1915,PIT,,8,11,11,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1
112618,1950,PIT,,49,136,129,19,31,6,1,1,13,17,24,0,3,0,2,0,0,5,42
112621,1988,SFN,,4,8,4,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0
112621,1989,PHI,,20,44,42,4,9,1,1,0,3,0,6,0,0,0,0,2,0,0,12
112621,1990,LAN,,26,53,49,8,15,1,0,1,4,0,4,0,0,0,0,4,0,3,19
112621,1991,LAN,,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
112621,1997,FLO,,9,9,9,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,8
112621,1998,NYN,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112621,1999,NYN,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112621,2000,NYN,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112621,2001,PHI,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112624,1903,CHN,,8,0,26,3,4,1,0,0,3,2,7,1,0,0,1,0,0,0,5
112625,1913,NYA,,20,83,72,9,19,2,1,0,2,10,4,1,2,0,2,3,0,2,23
112625,1914,NYA,,132,512,471,61,133,11,3,1,39,43,61,29,26,0,9,10,1,3,153
112625,1915,NYA,,131,536,476,70,129,16,5,2,37,62,43,29,19,0,8,8,0,5,161
112625,1916,NYA,,3,11,10,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1
112628,1959,CIN,,8,24,21,3,8,2,1,0,5,2,8,1,0,1,0,1,0,0,12
112628,1960,CIN,,45,161,149,9,31,7,0,3,13,8,51,0,0,1,0,3,1,1,47
112628,1961,CIN,,4,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
112628,1962,NYN,,44,124,117,12,26,6,1,2,9,3,36,1,0,0,3,0,1,0,40
112628,1963,NYN,,48,120,106,9,15,2,1,2,8,12,37,0,1,4,0,2,0,1,25
112629,1915,SLA,,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112630,1970,HOU,,9,19,17,2,4,0,2,0,1,1,11,0,0,0,0,1,0,0,8
112630,1971,HOU,,5,8,8,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2
112631,1930,NYA,,82,247,216,43,55,12,3,6,29,32,61,4,7,0,1,1,1,0,91
112631,1931,NYA,,19,47,39,10,13,1,0,1,6,8,11,4,1,1,0,0,0,0,17
112631,1932,NYA,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112631,1933,BOS,,119,489,455,86,133,35,10,5,54,67,71,7,5,1,2,8,0,2,203
112631,1934,BOS,,68,176,168,34,41,8,5,1,27,35,25,7,3,2,0,0,0,5,62
112631,1935,BOS,,94,316,294,52,90,18,6,3,34,46,24,6,9,2,0,6,0,1,129
112631,1936,BOS,,105,409,341,58,93,20,3,6,45,72,48,4,3,0,1,0,0,8,137
112631,1938,CIN,,81,264,233,41,64,15,1,2,34,28,36,0,3,0,1,2,0,5,87
112633,1992,PIT,,3,5,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
112633,1993,PIT,,32,79,71,4,11,2,0,0,5,0,17,0,0,0,1,6,1,4,13
112633,1994,PIT,,21,47,42,2,8,1,0,0,0,0,12,0,0,0,0,5,0,0,9
112633,1996,PIT,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112633,1997,PIT,,29,59,52,2,3,1,0,0,1,0,18,0,0,0,0,7,0,1,4
112633,1998,CIN,,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112634,1995,KCA,,21,38,35,2,5,1,0,0,5,2,7,1,0,0,0,1,0,0,6
112634,1999,LAN,,2,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
112635,1989,TEX,,21,57,51,7,14,1,0,2,7,4,12,0,0,0,0,1,1,2,21
112635,1990,TEX,,62,201,180,21,36,6,0,2,13,15,47,1,0,0,1,4,1,2,48
112635,1991,SDN,,60,205,180,12,39,8,1,2,15,19,45,0,3,2,1,4,1,8,55
112635,1994,SLN,,13,23,21,4,4,0,0,2,6,1,4,0,0,0,0,0,1,3,10
112636,1898,PHI,,149,0,631,123,196,24,12,4,55,49,33,17,0,0,4,9,0,0,256
112636,1899,PHI,,94,0,407,75,112,15,8,1,31,30,21,15,3,0,4,8,0,0,146
112636,1900,PIT,,66,0,248,30,50,8,1,0,22,14,18,9,1,0,1,14,0,0,60
112636,1901,BSN,,63,0,241,27,62,13,3,0,27,14,15,5,0,0,1,10,0,0,81
112636,1902,BSN,,135,0,548,73,162,26,8,0,58,33,32,27,0,0,2,14,0,0,204
112636,1903,BSN,,138,0,553,77,160,26,10,1,51,45,25,27,0,0,1,3,0,0,209
112636,1904,BSN,,122,0,467,41,127,18,7,5,61,24,28,14,0,0,3,0,0,0,174
112636,1905,DET,,98,0,377,25,93,12,9,1,27,23,28,7,0,0,1,16,0,0,126
112637,1914,CHA,,7,24,23,1,4,1,0,0,2,1,7,0,1,0,0,0,0,0,5
112638,1964,HOU,,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
112638,1965,HOU,,9,10,9,0,1,0,0,0,0,1,6,0,0,0,0,0,0,1,1
112638,1966,HOU,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112638,1967,HOU,,5,6,8,0,1,1,0,0,1,0,4,0,0,0,0,0,0,1,2
112638,1968,HOU,,5,10,10,1,4,0,0,0,2,0,5,0,0,0,0,0,0,0,4
112638,1969,HOU,,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112638,1970,SDN,,29,62,52,3,5,2,0,0,1,3,29,0,0,0,0,7,0,1,7
112638,1971,SDN,,10,17,14,2,3,1,0,0,1,1,8,0,0,0,0,2,0,0,4
112639,1906,PHA,,22,0,65,9,15,2,0,0,3,2,14,2,0,0,1,1,0,0,17
112639,1907,PHA,,22,0,48,4,8,0,0,1,3,0,14,1,0,0,0,2,0,0,11
112639,1908,PHA,,76,0,219,23,56,9,5,1,24,9,33,6,0,0,1,9,0,0,78
112639,1909,PHA,,34,0,84,4,14,4,0,0,9,3,22,1,0,0,1,2,0,0,18
112639,1910,PHA,,46,144,133,20,29,3,0,0,10,8,24,3,0,0,2,1,0,2,32
112639,1911,PHA,,47,151,142,31,45,6,1,2,22,10,18,5,2,0,0,1,1,1,59
112639,1912,PHA,,53,123,109,10,28,2,0,0,12,11,18,1,2,0,1,0,2,0,30
112639,1913,PHA,,1,3,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
112639,1914,PHA,,5,12,11,0,3,1,0,0,2,1,1,0,1,0,0,0,0,0,4
112639,1915,BRO,,27,78,75,8,21,1,1,0,6,2,17,0,1,0,0,0,1,3,24
112639,1916,BRO,,24,63,61,2,11,2,0,0,3,2,10,0,0,0,0,0,0,1,13
112639,1917,BRO,,21,48,43,3,10,0,1,0,2,4,9,0,0,0,0,1,0,1,12
112639,1918,BRO,,43,109,113,6,19,3,2,0,5,7,5,1,0,0,1,1,0,4,26
112639,1920,DET,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112640,1933,PHA,,6,7,5,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
112640,1943,NY1,,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112641,1995,MIN,,37,111,101,15,26,3,1,5,19,9,11,0,1,0,1,0,0,9,46
112641,1996,MIN,,93,253,233,34,69,12,1,12,41,17,24,3,0,1,0,0,3,10,119
112641,1997,MIN,,140,550,523,63,156,30,2,13,85,22,91,4,3,5,0,0,5,11,229
112641,1998,MIN,,137,555,529,54,146,22,1,15,72,18,72,2,2,1,0,0,8,22,215
112641,1999,MIN,,125,501,467,53,123,25,1,16,65,30,69,2,1,1,1,0,3,16,198
112641,2000,MIN,,140,589,544,64,147,29,1,16,82,36,50,2,0,2,4,0,5,25,226
112641,2001,CHN,,110,386,349,25,91,19,1,8,53,29,70,0,0,1,2,0,6,23,136
112641,2002,NYA,,51,156,148,14,39,7,0,3,17,6,23,0,0,1,0,1,1,8,55
112641,2003,LAN,,66,137,125,11,30,4,0,4,15,10,19,0,0,2,1,0,1,7,46
112643,1917,BOS,,11,43,36,4,8,1,0,0,3,6,2,0,1,0,0,6,0,1,9
112643,1919,NY1,,4,15,14,3,3,0,0,0,2,0,0,0,0,0,0,1,0,0,3
112643,1924,SLN,,107,384,383,44,113,20,8,1,56,19,19,12,10,1,0,8,3,14,152
112643,1925,SLN,,52,184,187,27,51,11,2,0,18,4,5,1,3,0,1,9,1,11,66
112643,1926,CHN,,141,551,512,52,129,18,5,1,46,23,10,11,9,0,3,14,6,7,160
112643,1927,PHI,,105,401,391,49,102,14,1,0,21,21,16,5,4,1,0,17,2,11,118
112643,1928,BSN,,18,53,51,2,7,0,0,0,3,2,5,1,1,0,0,0,0,3,7
112645,1921,BSN,,3,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
112645,1922,BSN,,3,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112645,1923,BSN,,25,71,66,7,25,1,0,0,3,4,2,0,1,0,0,2,1,1,26
112645,1924,BSN,,45,127,130,10,33,2,1,0,3,9,5,0,4,1,0,3,2,0,37
112645,1925,BSN,,40,105,103,17,33,7,0,0,13,3,6,1,1,0,1,4,1,1,40
112645,1926,BSN,,52,120,126,18,37,3,2,0,17,13,7,6,3,0,0,4,4,5,44
112645,1927,BSN,,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112645,1928,BSN,,23,46,41,2,7,0,0,0,2,4,3,0,0,0,0,0,1,2,7
112645,1929,BSN,,33,73,72,10,23,4,1,0,6,3,3,1,0,0,1,0,0,0,29
112645,1930,BSN,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112645,1935,BRO,,9,32,29,3,9,0,1,0,1,3,2,0,1,0,0,0,0,0,11
112645,1936,BRO,,125,509,507,71,143,17,5,0,30,24,15,3,4,0,0,10,0,10,170
112645,1937,BRO,,114,441,430,61,126,19,5,0,37,22,10,5,5,1,0,6,0,11,155
112645,1938,BSN,,111,407,432,45,117,25,5,0,18,22,12,2,5,0,1,11,0,7,152
112645,1939,BSN,,105,349,368,39,101,8,1,2,27,20,8,2,0,0,2,9,2,9,117
112645,1940,BSN,,103,363,365,40,116,14,3,0,21,25,9,4,5,0,1,13,0,9,136
112645,1941,BSN,,121,406,441,52,142,25,2,0,28,27,15,3,0,3,0,9,0,14,171
112645,1942,BSN,,59,188,198,23,41,6,0,0,7,23,5,2,1,0,0,5,0,5,47
112645,1943,BRO,,33,39,34,7,7,0,0,0,2,4,3,1,0,1,0,1,0,1,7
112645,1944,NYA,,10,13,12,1,4,0,0,0,2,1,0,0,0,0,0,1,0,0,4
112646,1905,NYA,,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112647,1931,SLA,,5,14,13,2,5,0,0,0,2,1,1,0,0,0,0,0,0,0,5
112647,1932,SLA,,15,20,22,1,0,0,0,0,1,2,5,0,0,0,0,0,0,1,0
112648,1909,BSN,,5,0,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3
112648,1910,BSN,,8,14,12,2,3,0,0,0,1,2,0,0,1,0,0,0,0,0,3
112649,1912,PIT,,5,16,13,0,2,0,0,0,1,1,2,0,0,0,0,2,0,0,2
112649,1913,PIT,,17,29,26,2,2,0,0,0,1,2,9,0,0,0,0,1,0,0,2
112649,1914,PIT,,36,97,92,5,18,0,1,0,15,2,17,0,1,0,0,2,1,1,20
112649,1915,PIT,,26,64,61,1,7,1,0,0,3,1,5,0,0,0,0,2,0,2,8
112649,1916,PIT,,34,86,79,4,17,2,0,0,4,0,20,0,0,0,0,7,0,3,19
112649,1917,PIT,,39,111,103,8,21,5,1,0,5,6,20,0,1,0,0,2,0,2,28
112649,1918,PIT,,34,103,95,8,23,2,3,0,3,3,5,2,2,0,0,5,0,2,31
112649,1919,PIT,,33,107,101,9,29,2,2,0,7,4,9,5,0,0,1,0,1,5,35
112649,1920,PIT,,41,120,113,11,25,1,3,0,3,5,19,0,3,0,0,2,0,3,32
112649,1921,PIT,,38,131,122,11,31,5,2,0,9,3,7,0,1,0,2,4,0,3,40
112649,1922,PIT,,37,117,108,18,29,5,1,4,15,6,6,0,0,0,0,2,1,3,48
112649,1923,PIT,,37,115,107,9,28,3,1,0,9,5,8,2,2,0,0,3,0,3,33
112649,1924,PIT,,34,110,104,11,36,5,2,0,15,5,8,1,2,0,0,1,0,3,45
112649,1925,CHN,,29,74,82,12,17,2,1,2,10,1,4,0,1,0,1,1,0,0,27
112649,1926,DET,,11,25,22,2,7,0,1,0,3,2,0,1,0,0,0,0,1,1,9
112651,1971,BOS,,14,49,42,9,13,4,1,0,3,5,4,1,0,1,1,0,1,0,19
112651,1972,BOS,,12,19,17,0,4,1,0,0,2,2,5,0,0,1,0,0,0,0,5
112651,1973,BOS,,30,109,101,12,24,2,0,3,11,7,12,1,2,1,0,0,1,1,35
112651,1974,BOS,,118,454,414,55,114,24,1,8,43,32,74,2,5,3,1,5,2,3,164
112651,1975,BOS,,104,333,305,49,95,17,6,14,44,19,33,1,4,6,3,3,3,3,166
112651,1976,BOS,,122,483,451,66,127,22,6,15,78,16,62,7,1,6,1,9,6,3,206
112651,1977,MIL,,160,679,643,86,193,31,7,20,78,28,110,13,8,4,0,1,7,13,298
112651,1978,MIL,,107,448,407,60,127,23,2,13,54,32,72,3,4,3,0,5,4,5,193
112651,1979,MIL,,150,660,590,83,182,44,1,24,106,56,77,15,3,10,0,6,8,14,300
112651,1980,MIL,,153,678,622,96,219,33,4,25,122,39,42,17,6,15,2,7,8,16,335
112651,1981,MIL,,106,453,416,70,133,35,1,12,60,28,30,5,4,2,3,1,5,16,206
112651,1982,MIL,,155,696,654,104,205,38,3,32,121,32,53,2,3,7,0,4,6,4,345
112651,1983,MIL,,160,710,661,106,203,37,3,30,126,37,63,2,1,7,1,3,8,17,336
112651,1984,MIL,,148,635,603,63,166,28,3,11,67,27,59,8,2,6,2,0,3,12,233
112651,1985,MIL,,154,674,631,82,185,39,8,16,99,30,77,10,3,3,2,1,10,24,288
112651,1986,MIL,,134,589,542,46,140,24,1,12,75,41,87,1,2,2,1,1,4,15,202
112651,1987,MIL,,63,270,250,25,62,13,0,6,36,17,51,1,1,2,0,0,3,4,93
112652,1913,NY1,,21,35,30,12,9,4,0,0,4,5,6,3,4,0,0,0,0,0,13
112652,1914,BRF,,110,432,398,56,97,14,11,2,27,27,56,26,11,1,5,9,4,4,139
112652,1915,BRF,,152,588,525,75,153,27,13,2,59,79,74,30,28,1,4,7,7,5,212
112652,1916,PHI,,54,113,103,9,20,2,0,0,11,7,15,1,0,0,1,1,1,0,22
