player_id,year,team,league,W,L,G,GS,IP,SO,BB,HR,CG,SHO,SV,H,ER,R,IBB,WP,HBP,BK,BFP,GF,SH,SF,GIDP
110003,1977,BOS,,6,2,13,13,92.333,49,19,6,4,2,0,85,32,36,1,0,1,0,373,0,2,3,7
110003,1978,CAL,,11,8,29,29,178.667,93,80,14,6,1,0,185,80,88,4,3,2,0,773,0,5,1,12
110003,1979,CAL,,9,10,37,28,185.333,96,77,19,7,1,2,200,99,104,7,5,1,0,817,4,8,8,20
110003,1980,CAL,,8,13,40,21,175.0,74,66,13,5,1,2,193,79,83,3,2,1,1,761,6,12,9,20
110003,1981,CAL,,4,4,39,0,65.333,38,24,4,0,0,11,56,17,17,2,2,0,0,265,32,1,1,5
110003,1982,CAL,,3,3,24,0,52.0,40,23,5,0,0,4,45,20,20,2,2,0,0,212,18,4,0,5
110003,1984,CAL,,4,1,23,0,39.0,28,19,1,0,0,8,30,7,7,5,0,0,0,160,17,3,2,5
110003,1985,BAL,,10,6,54,0,88.0,67,35,6,0,0,14,83,37,44,7,0,1,1,366,43,5,3,13
110003,1986,BAL,,6,7,66,0,81.667,67,28,6,0,0,34,71,27,29,2,4,0,0,337,58,3,2,7
110003,1987,BAL,,1,0,7,0,8.0,3,4,1,0,0,2,8,2,2,0,0,0,0,33,6,0,0,2
110003,1988,BAL,,0,0,35,0,46.667,28,37,4,0,0,0,40,21,22,5,1,0,0,209,16,3,2,5
110003,1989,NYN,,1,5,49,0,59.333,34,26,5,0,0,2,56,26,27,3,0,1,1,261,22,2,3,3
110003,1990,LAN,,3,1,32,0,38.0,24,19,5,0,0,3,33,21,24,4,3,0,0,163,13,2,0,2
110009,1989,CAL,,12,12,29,29,181.333,115,74,13,4,2,0,190,79,95,3,8,4,2,788,0,11,5,23
110009,1990,CAL,,10,14,33,33,211.667,105,72,16,4,1,0,246,106,116,6,4,5,3,925,0,9,6,27
110009,1991,CAL,,18,11,34,34,243.0,158,73,14,5,1,0,222,78,85,6,1,5,4,1002,0,7,7,22
110009,1992,CAL,,7,15,29,29,211.0,130,68,12,7,0,0,208,65,73,3,2,4,0,874,0,8,4,22
110009,1993,NYA,,11,14,32,32,214.0,95,73,22,4,1,0,221,104,115,4,9,3,0,906,0,12,4,29
110009,1994,NYA,,9,8,24,24,160.333,90,64,24,2,0,0,167,81,88,1,8,2,1,692,0,9,5,19
110009,1995,CAL,,11,8,30,30,197.0,86,64,14,4,1,0,209,81,93,1,1,2,0,842,0,8,4,25
110009,1996,CAL,,2,18,27,23,142.0,58,78,23,1,0,0,171,118,128,3,13,4,1,654,2,4,10,17
110009,1998,CHA,,5,0,5,5,31.667,14,12,2,0,0,0,35,16,16,0,0,1,0,134,0,0,1,7
110009,1999,MIL,,2,8,20,15,82.0,37,42,14,0,0,0,110,63,71,3,7,2,0,394,3,2,1,9
110012,1991,CAL,,1,2,5,3,19.667,12,13,2,0,0,0,22,10,11,0,1,1,1,90,0,3,0,3
110012,1992,PHI,,1,14,31,19,133.333,88,45,20,0,0,0,147,76,80,0,9,1,1,577,0,6,5,11
110012,1995,PHI,,2,0,18,0,28.333,21,16,3,0,0,0,28,12,12,0,2,0,1,122,3,0,1,4
110012,1996,CAL,,0,1,3,0,4.0,3,5,1,0,0,0,10,9,9,0,1,0,0,26,1,1,0,0
110015,1990,MIN,,0,5,7,7,34.667,25,28,0,0,0,0,37,23,24,0,1,1,0,162,0,1,1,4
110015,1991,MIN,,3,1,15,3,47.333,43,36,5,0,0,0,38,25,27,1,5,0,0,210,1,7,3,5
110015,1992,MIN,,0,0,6,0,11.0,13,5,1,0,0,0,12,4,4,0,1,1,0,50,5,0,1,0
110015,1993,CLE,,0,1,5,5,18.333,7,11,5,0,0,0,19,13,15,1,1,0,0,84,0,0,0,1
110015,1998,SEA,,3,1,4,4,24.667,22,10,2,0,0,0,24,11,11,0,3,0,0,105,0,0,1,3
110015,1999,SEA,,6,2,25,7,72.667,68,32,9,0,0,0,50,25,31,3,2,0,0,298,8,3,4,3
110015,2000,SEA,,9,7,35,27,179.0,100,80,23,0,0,0,164,84,89,4,3,5,0,766,2,1,4,20
110015,2001,SEA,,17,4,28,27,163.0,118,87,21,1,0,0,145,77,79,5,11,7,0,710,0,3,5,11
110015,2002,SEA,,1,3,7,5,26.333,22,20,5,0,0,0,40,35,36,0,2,1,0,137,1,1,1,0
110015,2003,KCA,,1,2,10,8,47.667,32,26,8,0,0,0,47,28,29,2,2,2,0,214,0,2,1,1
110015,2004,PHI,,3,11,20,19,96.0,46,58,22,0,0,0,106,69,76,1,6,4,0,451,0,1,1,3
110016,1973,OAK,,1,0,5,3,18.667,6,7,3,1,0,0,16,8,8,0,0,0,1,79,1,0,1,0
110016,1974,OAK,,5,7,19,17,96.0,38,34,4,3,0,0,89,32,38,3,3,3,0,401,0,2,1,6
110016,1975,OAK,,5,5,30,15,114.333,51,50,12,3,1,0,109,54,61,7,2,2,1,495,4,7,5,10
110016,1976,OAK,,2,4,19,10,62.333,27,16,6,0,0,0,87,38,41,0,3,1,0,283,4,3,2,0
110016,1977,SEA,,12,13,36,34,204.333,100,56,32,7,0,0,212,101,111,2,3,12,0,864,0,7,4,17
110016,1978,SEA,,7,15,29,28,155.333,67,44,22,8,1,0,191,91,99,5,1,2,0,689,0,9,3,11
110016,1979,SEA,,4,10,23,19,116.667,25,38,19,3,0,0,138,67,78,2,1,3,0,518,1,8,10,14
110016,1980,SEA,,12,12,31,31,215.0,78,49,27,7,2,0,228,98,110,4,1,3,1,903,0,10,4,24
110016,1981,SEA,,4,9,22,20,130.333,35,28,14,1,0,0,127,57,64,1,1,0,0,530,1,6,4,13
110016,1983,DET,,7,4,21,21,129.0,49,22,14,3,1,0,146,52,58,3,2,4,2,541,0,5,3,11
110016,1984,DET,,3,4,13,8,44.0,8,8,9,1,0,0,62,29,39,1,1,2,0,205,2,3,2,5
110017,1950,CLE,,1,0,1,1,9.0,4,4,0,1,0,0,5,2,2,0,0,0,0,34,0,0,0,2
110017,1953,DET,,5,4,23,10,72.667,38,50,3,2,0,0,69,38,41,1,4,0,0,324,7,8,0,10
110017,1954,DET,,5,11,32,18,124.667,54,40,8,4,0,3,121,55,63,2,0,3,0,527,6,11,3,7
110017,1955,DET,,6,3,39,1,80.333,37,27,9,0,0,3,86,30,32,0,1,0,0,346,22,5,1,8
110017,1956,DET,,4,4,42,0,63.0,21,25,1,0,0,7,65,24,30,6,2,2,0,281,28,11,2,4
110017,1957,KC1,,3,3,31,0,40.0,15,13,8,0,0,1,52,32,37,3,1,1,0,184,13,7,2,6
110019,1952,CLE,,0,0,1,0,2.0,0,1,1,0,0,1,4,3,3,0,0,0,0,10,1,0,0,0
110020,1942,PHA,,0,0,1,0,2.667,1,3,0,0,0,0,2,3,3,0,1,0,0,12,0,0,0,0
110020,1943,PHA,,0,3,5,2,14.667,10,13,0,1,0,0,24,15,22,0,0,0,0,82,2,1,0,0
110020,1944,PHA,,0,0,1,0,3.0,2,1,0,0,0,0,5,1,1,0,0,0,0,13,1,0,0,1
110021,1955,WS1,,5,9,40,14,119.333,79,67,9,3,2,0,136,78,87,1,2,7,0,553,12,9,8,10
110021,1956,WS1,,1,3,5,4,30.333,18,10,2,2,0,0,35,14,16,0,0,1,0,132,0,0,1,3
110021,1957,WS1,,2,10,26,16,83.0,50,65,9,2,0,0,100,64,65,1,1,4,2,403,4,8,3,8
110021,1960,WS1,,0,0,2,0,3.0,1,4,0,0,0,0,4,4,4,0,0,0,0,17,0,0,0,0
110021,1963,CLE,,7,2,43,0,59.333,47,29,3,0,0,12,54,19,25,6,4,0,0,249,33,4,1,3
110021,1964,CLE,,2,6,53,0,72.667,57,46,5,0,0,11,66,35,40,5,1,2,0,321,27,4,2,7
110021,1965,CHN,,4,6,84,0,136.333,104,56,7,0,0,31,113,39,49,13,6,5,0,572,62,8,5,14
110021,1966,ATL,,5,7,58,0,93.0,60,53,9,0,0,9,84,47,53,11,9,2,0,405,36,10,3,5
110021,1967,CIN,,6,3,70,0,106.333,88,41,1,0,0,28,63,15,19,5,1,5,0,427,61,9,1,9
110021,1968,CIN,,10,7,78,0,135.333,64,55,9,0,0,13,111,37,43,15,2,4,0,561,53,9,8,14
110021,1969,CHN,,4,3,56,0,85.333,55,42,8,0,0,3,75,30,38,11,5,1,1,374,20,8,3,2
110021,1970,KCA,,10,3,58,0,83.0,59,55,3,0,0,14,65,24,31,5,3,5,0,365,37,15,2,5
110021,1971,KCA,,4,6,63,0,81.0,55,50,3,0,0,23,60,23,28,4,1,6,0,348,46,3,3,7
110021,1972,KCA,,3,4,45,0,58.333,28,19,2,0,0,5,44,11,15,3,0,3,0,242,25,5,2,4
110022,1946,NY1,,1,1,15,1,40.0,6,10,5,0,0,1,33,15,16,2,0,0,0,158,5,5,0,3
110022,1947,NY1,,0,0,1,0,2.0,0,1,1,0,0,0,4,2,3,1,0,0,0,12,1,0,0,0
110024,1905,SLA,,0,3,6,3,29.0,11,13,0,1,0,0,40,0,21,0,2,0,0,31,3,2,0,0
110024,1909,CLE,,1,1,5,3,29.667,23,9,1,3,0,0,26,3,14,0,2,2,1,125,2,3,2,0
110024,1911,NYA,,0,1,3,2,11.0,6,7,1,0,0,0,16,10,15,0,1,0,0,57,1,2,0,0
110027,1923,CIN,,0,0,3,0,4.667,1,3,0,0,0,0,10,5,5,0,0,0,0,24,1,0,0,1
110028,1985,CHN,,1,1,6,5,24.0,13,12,3,0,0,0,32,17,18,1,0,0,0,109,0,5,1,3
110032,1995,COL,,4,6,17,11,65.667,40,20,15,0,0,0,82,47,53,2,2,6,1,291,0,4,2,11
110032,1997,NYN,,3,1,25,2,47.667,33,22,6,0,0,0,52,19,24,2,0,4,1,215,4,2,5,3
110032,1998,SLN,,8,3,50,9,98.333,56,29,7,0,0,15,83,28,30,2,3,4,0,394,29,8,1,9
110032,1999,SLN,,6,8,50,12,102.333,52,48,17,0,0,4,115,67,71,3,5,4,0,457,21,4,6,12
110032,2000,MIL,,3,7,62,0,82.667,51,31,11,0,0,0,77,35,38,9,3,1,2,347,18,1,1,7
110032,2001,FLO,,2,5,59,0,60.333,47,35,6,0,0,0,68,28,35,9,1,2,0,282,20,3,3,5
110032,2002,DET,,1,5,65,0,74.667,43,23,4,0,0,28,68,22,33,3,2,5,0,314,48,5,5,10
110032,2003,TOR,,1,5,39,0,38.333,28,18,6,0,0,6,52,28,32,4,4,2,0,188,25,2,3,2
110033,1983,TOR,,5,1,38,5,97.667,44,38,7,0,0,1,103,47,52,1,1,8,0,426,8,1,2,17
110033,1984,TOR,,3,5,32,3,72.0,33,25,3,0,0,1,79,35,39,3,5,6,0,312,9,4,1,14
110033,1985,TOR,,7,2,61,0,86.333,42,43,7,0,0,10,86,31,34,1,2,3,0,370,26,1,2,16
110033,1986,ATL,,5,12,44,19,155.0,69,48,13,0,0,0,163,69,81,6,5,3,1,661,9,12,9,14
110033,1987,ATL,,4,9,68,0,114.667,68,51,11,0,0,14,109,53,57,4,1,4,0,491,41,3,3,16
110033,1988,ATL,,0,4,21,1,42.0,25,14,6,0,0,0,45,22,26,3,2,1,0,184,7,5,3,2
110033,1989,TOR,,2,7,73,0,126.0,92,32,6,0,0,2,108,34,36,11,3,2,0,499,26,6,3,9
110033,1990,TOR,,4,4,59,0,91.667,54,30,9,0,0,1,103,39,49,5,4,3,1,403,19,3,1,6
110033,1991,TOR,,3,5,54,4,88.333,44,36,16,0,0,1,77,51,53,5,7,2,0,374,11,7,5,5
110033,1992,SEA,,0,0,17,0,30.667,11,12,4,0,0,0,45,18,19,1,1,0,0,148,3,1,2,1
110034,1956,CIN,,4,3,29,7,83.667,54,30,7,1,1,1,60,22,23,1,0,2,0,338,3,4,5,5
110034,1957,CIN,,10,5,49,6,108.667,67,41,16,1,0,4,122,60,63,8,3,8,0,487,17,12,9,7
110034,1958,CIN,,4,3,38,10,124.667,90,43,10,3,0,1,126,63,64,6,2,3,0,528,4,4,5,6
110034,1959,CIN,,1,2,37,0,63.333,45,37,10,0,0,2,57,29,31,6,1,4,0,277,11,2,2,6
110035,1963,CHA,,1,0,2,2,13.0,11,7,2,0,0,0,7,3,4,0,1,0,0,51,0,1,1,0
110035,1964,CHA,,0,0,3,2,6.333,6,4,2,0,0,0,10,6,6,0,0,0,0,33,1,0,0,0
110037,1972,CHA,,3,0,26,0,34.667,28,17,2,0,0,5,25,6,6,3,1,0,0,138,17,2,0,4
110037,1973,CHA,,10,6,48,0,97.0,60,39,8,0,0,18,66,24,30,3,2,7,1,395,42,6,2,4
110037,1974,CHA,,0,3,27,0,45.667,19,18,3,0,0,3,43,19,22,2,1,5,0,198,14,3,4,5
110037,1975,PHI,,0,0,6,0,8.667,2,3,2,0,0,1,9,6,7,0,0,0,0,36,1,0,0,0
110038,1970,PIT,,0,0,3,0,2.667,1,2,1,0,0,1,5,4,4,0,0,1,0,16,2,0,1,0
110038,1971,SDN,,3,3,8,6,46.0,16,7,4,3,1,0,43,14,18,1,1,0,1,184,0,0,2,4
110038,1972,SDN,,3,6,46,2,89.0,53,30,7,0,0,0,105,44,49,7,5,3,1,394,20,8,5,9
110039,1920,WS1,,5,4,17,5,82.667,10,26,1,4,1,1,91,36,40,2,1,0,0,352,10,6,3,4
110039,1921,WS1,,5,4,33,7,115.667,30,36,4,2,0,3,148,56,65,1,2,1,0,509,17,7,8,5
110039,1922,CHA,,0,2,5,1,14.667,6,6,4,0,0,0,25,14,14,0,0,0,0,71,1,4,0,1
110040,1994,OAK,,5,1,34,0,34.333,21,23,4,0,0,0,24,13,13,3,1,1,0,147,6,3,1,3
110040,1995,OAK,,1,2,43,0,52.0,47,28,7,0,0,0,52,33,35,2,2,2,1,236,10,1,2,5
110040,1996,OAK,,1,3,22,0,25.0,18,9,4,0,0,2,38,17,17,4,0,2,0,124,11,1,0,2
110040,1997,OAK,,2,0,15,0,15.667,12,8,1,0,0,0,21,10,10,0,0,0,0,75,5,0,1,1
110043,1941,NY1,,4,1,38,0,71.333,17,35,3,0,0,1,83,38,43,5,3,1,0,319,21,7,0,2
110043,1942,NY1,,7,4,61,0,89.0,35,31,1,0,0,11,70,18,23,4,3,0,0,352,49,11,0,9
110043,1943,NY1,,11,7,70,3,139.0,46,55,5,1,0,9,121,43,50,9,3,2,0,579,52,10,0,10
110043,1944,NY1,,8,11,65,4,138.667,34,58,8,1,0,13,150,62,68,11,4,4,0,617,44,19,0,10
110043,1945,NY1,,11,9,65,0,113.0,40,45,7,0,0,15,109,43,55,10,2,2,0,493,50,17,0,6
110043,1946,NY1,,0,1,3,0,2.667,3,3,2,0,0,0,9,5,5,0,0,0,0,19,1,0,0,0
110044,1906,SLN,,0,1,1,1,4.0,0,2,0,0,0,0,9,0,8,0,0,0,1,21,0,0,0,0
110044,1907,PIT,,0,2,4,3,22.0,11,3,1,1,0,0,40,0,25,0,1,3,0,105,1,1,0,0
110044,1909,PIT,,12,3,25,12,130.0,65,22,0,7,3,2,88,12,25,0,1,3,0,484,10,9,1,0
110044,1910,PIT,,18,9,34,30,243.667,101,57,4,16,3,0,217,70,95,1,1,6,0,1004,2,28,7,12
110044,1911,PIT,,22,12,40,37,291.333,134,43,5,24,6,0,253,73,97,0,4,7,0,1142,2,19,7,16
110044,1912,PIT,,11,8,28,21,169.0,63,35,4,11,2,0,169,55,73,1,0,3,0,694,5,13,7,8
110044,1913,PIT,,21,10,43,37,313.667,147,48,7,24,4,0,271,77,94,1,6,1,0,1227,5,17,10,12
110044,1914,PIT,,13,16,40,35,282.333,91,40,5,19,3,1,254,76,97,0,2,7,0,1117,4,22,11,13
110044,1915,PIT,,14,14,40,30,245.0,62,34,6,17,2,2,230,78,90,5,2,2,0,969,8,12,11,14
110044,1916,PIT,,2,9,16,10,71.333,22,12,2,4,1,0,90,44,51,0,1,3,0,314,5,8,5,1
110044,1918,PIT,,1,1,3,3,22.667,6,4,0,2,0,0,16,3,4,0,0,0,0,82,0,2,0,1
110044,1919,PIT,,17,10,34,29,263.333,92,23,1,23,6,1,213,57,66,2,2,3,0,1017,5,21,3,10
110044,1920,PIT,,17,13,35,33,261.0,84,18,6,18,8,2,240,63,83,0,5,1,0,1032,2,23,11,12
110044,1921,PIT,,14,5,25,20,160.0,55,18,4,11,2,0,155,48,57,2,1,0,1,646,3,5,5,3
110044,1922,PIT,,8,11,27,19,171.333,43,15,1,12,4,1,192,68,77,4,1,4,0,706,4,14,9,6
110044,1923,PIT,,13,7,26,22,157.0,37,25,8,11,0,1,196,76,83,0,1,1,0,676,3,10,6,12
110044,1924,PIT,,3,1,9,3,40.333,5,3,0,2,0,0,31,5,9,1,1,0,0,154,3,1,2,1
110044,1925,PIT,,6,5,33,10,101.333,18,16,7,3,0,3,129,57,68,1,0,3,0,448,12,3,5,9
110044,1926,PIT,,2,3,19,0,35.667,7,8,5,0,0,3,51,26,32,0,0,0,0,164,14,4,5,4
110045,1946,CHN,,0,1,8,0,12.0,5,9,1,0,0,0,15,8,10,2,0,0,0,57,4,2,0,2
110046,1914,KCF,,3,9,36,14,135.667,34,54,3,6,0,3,140,56,68,3,5,7,0,574,16,14,4,6
110046,1915,KCF,,0,2,11,2,35.0,12,13,1,0,0,0,41,18,20,0,2,1,0,151,8,3,0,1
110053,1912,SLA,,2,3,13,5,46.333,16,19,0,0,0,0,49,22,32,0,3,2,0,206,8,3,6,2
110053,1913,SLA,,0,0,4,0,9.0,3,5,1,0,0,0,12,10,14,0,0,3,0,47,2,0,1,0
110053,1914,PTF,,3,1,15,2,55.667,14,21,4,1,0,0,68,27,29,0,3,1,0,234,10,7,0,1
110053,1918,PHA,,5,12,32,14,169.0,39,97,2,7,0,0,167,80,94,1,5,11,0,750,9,31,4,14
110053,1919,PHA,,0,0,1,0,4.667,0,2,1,0,0,0,7,2,2,0,0,1,0,21,1,0,0,0
110056,1902,SLN,,0,0,1,0,4.0,0,2,0,0,0,0,9,4,6,0,0,1,0,0,1,0,0,0
110057,1914,CIN,,0,0,4,0,8.0,5,5,1,0,0,0,14,8,10,0,0,0,0,41,4,3,0,1
110057,1915,CHN,,1,9,26,12,107.0,57,43,5,3,0,0,105,55,62,0,4,2,0,463,10,15,9,2
110058,1905,WS1,,2,5,11,6,62.667,25,26,1,3,1,0,59,0,31,0,0,8,0,105,5,4,0,0
110061,1931,PHI,,0,1,1,1,6.0,3,1,0,0,0,0,14,6,10,0,0,0,0,35,0,1,0,0
110061,1932,PHI,,0,0,4,0,6.0,2,2,0,0,0,0,7,1,1,0,0,0,0,25,3,1,0,1
110062,1925,BOS,,0,0,2,0,5.667,1,3,1,0,0,0,10,5,5,0,0,0,0,28,2,1,0,0
110067,1995,CHN,,1,1,18,0,18.0,15,10,0,0,0,1,22,13,15,1,1,0,0,86,7,0,0,2
110067,1996,CHN,,3,6,69,0,101.0,78,49,6,0,0,4,84,33,36,6,5,1,1,423,22,7,3,14
110067,1997,CHN,,2,9,74,0,74.0,64,40,3,0,0,18,91,38,43,6,6,1,0,341,39,1,2,9
110067,1998,CHN,,7,7,63,0,72.667,73,41,7,0,0,1,72,35,39,3,4,1,3,330,15,3,3,3
110067,1999,CHN,,6,3,52,0,65.0,57,28,9,0,0,13,60,29,33,2,6,0,0,277,38,1,3,7
110067,2000,LAN,,6,9,66,0,84.333,56,39,6,0,0,2,80,33,42,0,5,0,0,369,18,3,0,9
110067,2001,LAN,,12,8,43,22,166.333,141,54,9,0,0,0,172,80,84,1,7,3,2,708,10,6,0,17
110067,2002,PHI,,7,9,46,19,136.667,96,58,9,0,0,0,132,66,76,5,8,3,0,590,10,10,2,16
110067,2003,PHI,,1,4,66,0,68.0,51,23,1,0,0,0,68,20,22,4,4,2,0,284,16,3,2,11
110067,2004,BOS,,6,4,61,0,70.0,56,28,10,0,0,3,84,37,39,3,8,2,0,316,21,3,5,8
110067,2005,PHI,,0,2,16,0,13.333,4,10,3,0,0,0,25,19,19,2,0,4,0,77,5,1,0,2
110068,1996,OAK,,3,4,12,12,76.333,68,23,11,1,1,0,76,34,39,3,2,5,0,329,0,3,2,5
110068,1997,OAK,,3,5,13,12,58.333,37,32,9,0,0,0,73,53,53,2,2,4,0,282,0,3,5,2
110069,1996,FLO,,0,0,9,0,11.0,7,7,1,0,0,0,18,9,9,0,0,1,0,56,1,2,1,2
110069,1997,MIL,,5,3,30,6,76.333,56,19,13,0,0,0,78,30,36,0,0,5,1,324,3,4,2,7
110069,1998,ARI,,0,3,5,5,23.0,14,11,5,0,0,0,25,21,21,0,0,3,0,104,0,1,1,2
110070,1967,BAL,,0,1,3,2,9.667,8,12,1,0,0,0,9,9,9,0,1,0,0,48,1,0,1,0
110070,1968,BAL,,0,2,2,2,7.667,4,4,2,0,0,0,9,8,9,0,0,0,1,36,0,0,0,1
110070,1969,BAL,,0,1,6,0,8.0,2,6,0,0,0,0,10,4,4,2,1,0,0,38,1,2,2,1
110076,1928,CHA,,10,16,36,27,224.333,53,89,12,14,0,1,235,98,113,4,1,6,1,968,6,16,14,16
110076,1929,CHA,,2,11,31,15,137.667,24,67,12,5,0,0,168,84,98,1,3,1,0,639,12,10,7,9
110077,1942,WS1,,0,0,1,1,6.333,3,6,0,0,0,0,7,8,8,0,0,0,0,33,0,0,0,0
110077,1943,WS1,,0,0,7,0,10.333,1,5,0,0,0,0,9,3,3,0,0,0,0,41,5,0,0,3
110077,1949,CHN,,2,4,30,5,82.333,43,39,11,1,0,0,98,52,58,1,3,0,0,374,14,10,0,4
110078,1902,BOS,,1,1,4,2,20.0,3,7,2,1,0,0,30,9,20,0,0,0,0,34,2,0,0,0
110078,1903,NYA,,0,0,2,1,7.0,0,5,0,0,0,1,10,6,8,0,0,1,0,0,1,0,0,0
110080,1990,NYA,,1,2,5,5,24.0,14,29,4,0,0,0,19,17,18,0,2,0,0,115,0,1,1,3
110088,1981,CHA,,0,0,2,0,5.667,3,0,1,0,0,0,5,3,3,0,0,1,0,22,1,0,0,1
110088,1982,CHA,,0,0,1,0,2.0,1,0,0,0,0,0,7,4,4,0,0,0,0,13,1,0,0,0
110088,1983,CHA,,2,2,39,0,41.667,29,11,2,0,0,7,41,19,20,1,2,1,0,166,13,5,4,8
110088,1984,CHA,,2,1,49,0,55.333,26,34,2,0,0,7,54,19,20,7,1,3,0,243,18,5,1,14
110088,1985,CHA,,4,3,54,0,60.333,39,23,3,0,0,1,45,24,27,1,0,3,0,246,21,3,3,4
110088,1986,MIN,,1,4,26,1,25.0,12,18,1,0,0,1,49,24,30,0,1,2,0,139,4,2,0,5
110088,1987,HOU,,1,1,27,0,27.333,6,10,1,0,0,2,26,8,12,1,1,0,0,118,13,3,0,2
110088,1988,HOU,,10,2,75,0,91.667,33,30,6,0,0,4,74,23,27,13,3,0,5,371,33,9,5,12
110088,1989,HOU,,4,5,71,0,83.0,46,32,3,0,0,1,81,27,31,10,4,2,1,361,28,5,6,7
110088,1990,HOU,,9,8,82,0,92.333,50,39,4,0,0,4,91,44,46,8,1,7,0,404,29,7,2,5
110088,1991,SLN,,5,3,72,0,86.0,34,39,4,0,0,2,92,46,52,4,6,8,0,377,22,11,3,14
110088,1992,SEA,,2,4,39,1,50.0,25,12,2,0,0,0,66,34,36,2,2,3,0,227,12,5,4,7
110088,1993,HOU,,0,0,6,0,6.0,3,0,1,0,0,0,8,4,4,0,0,0,1,26,3,0,0,0
110090,1985,NYN,,10,7,21,19,122.333,74,37,8,2,0,0,118,44,49,2,5,2,2,507,1,7,4,8
110090,1986,NYN,,10,7,28,20,141.667,104,36,15,2,0,0,145,61,70,1,5,7,3,605,2,6,5,8
110090,1987,NYN,,11,3,18,17,115.0,77,33,12,1,0,0,124,46,53,2,9,3,0,494,0,7,2,14
110090,1988,NYN,,0,4,11,3,24.667,16,10,2,0,0,0,29,19,20,2,1,1,1,111,2,2,0,1
110090,1989,MIN,,9,11,47,11,145.0,137,38,8,3,0,7,130,45,51,4,4,3,3,594,19,7,1,8
110090,1990,MIN,,5,3,56,0,65.333,61,19,5,0,0,32,55,20,27,6,3,4,0,268,54,0,0,8
110090,1991,MIN,,4,5,63,0,69.0,61,30,3,0,0,42,44,18,20,6,3,1,0,275,60,1,3,6
110090,1992,MIN,,2,6,64,0,66.667,52,17,7,0,0,41,60,21,28,4,5,1,0,273,61,1,2,7
110090,1993,MIN,,4,3,65,0,72.333,59,14,9,0,0,34,60,25,25,3,1,1,0,287,61,2,1,5
110090,1994,MIN,,1,4,44,0,44.667,46,10,7,0,0,23,57,18,23,3,2,0,0,201,40,4,1,1
110090,1995,BOS,,3,3,52,0,55.333,52,13,6,0,0,32,46,16,16,1,0,1,0,223,51,1,4,2
110090,1996,MIN,,8,6,19,19,111.333,83,27,20,2,0,0,124,67,69,1,6,3,0,484,0,1,3,5
110090,1997,MIN,,5,4,61,0,68.333,68,22,9,0,0,26,65,29,29,3,3,2,0,285,57,5,3,5
110090,1998,MIN,,4,9,68,0,74.333,57,15,8,0,0,38,75,35,35,1,1,1,0,307,64,3,2,7
110090,1999,CHN,,9,4,61,0,67.667,45,12,8,0,0,14,54,22,25,1,4,2,1,267,41,4,2,6
110090,2000,CHN,,1,2,54,0,47.667,38,18,11,0,0,29,47,26,28,2,1,4,0,210,44,1,0,3
110091,1955,CLE,,2,0,4,1,12.333,6,12,0,1,1,0,6,2,3,0,1,0,0,54,1,0,0,0
110091,1956,CLE,,3,5,16,9,65.333,31,27,7,2,1,1,63,27,35,1,3,1,2,282,3,3,2,7
110091,1957,CLE,,1,1,10,1,20.333,9,13,0,0,0,0,26,13,16,3,5,0,0,100,4,1,4,2
110091,1958,DET,,3,4,44,3,69.667,38,27,5,0,0,5,67,29,31,2,1,1,0,298,16,3,4,9
110091,1959,DET,,0,0,3,0,2.667,3,3,0,0,0,0,4,1,1,0,0,0,0,14,2,0,0,1
110091,1960,DET,,5,3,37,6,94.667,80,30,7,1,0,10,75,30,31,1,1,3,1,386,18,4,4,8
110091,1961,DET,,4,4,45,0,55.333,32,38,5,0,0,8,44,20,22,3,4,2,0,244,21,7,1,4
110091,1962,DET,,16,8,42,22,216.0,156,65,14,11,2,3,162,53,67,7,4,5,1,877,13,8,7,14
110091,1963,DET,,14,15,38,33,225.667,134,68,25,14,3,0,222,91,96,3,2,8,1,954,2,6,5,23
110091,1964,DET,,5,10,32,27,161.667,88,59,15,3,0,1,134,68,76,4,2,8,2,678,1,9,2,14
110091,1965,DET,,14,10,32,32,208.333,141,60,24,10,2,0,185,83,89,2,3,10,1,875,0,12,8,13
110091,1966,DET,,3,9,30,14,103.333,50,26,14,2,0,0,104,44,50,2,3,3,1,436,4,7,0,9
110091,1967,DET,,0,1,31,1,41.333,33,17,2,0,0,0,34,11,15,2,1,0,0,174,11,1,1,1
110091,1968,LAN,,1,2,25,0,39.0,25,13,0,0,0,3,32,3,8,3,4,3,0,167,16,6,4,2
110091,1969,CHN,,1,0,41,0,45.0,19,12,2,0,0,1,45,13,13,1,1,2,0,186,9,4,1,4
110091,1970,CHN,,3,0,17,0,14.0,11,9,3,0,0,1,13,6,9,1,0,1,0,64,3,2,0,2
110093,1995,DET,,0,2,4,3,10.0,4,5,2,0,0,0,20,13,13,1,1,0,0,55,0,0,0,0
110096,1913,WS1,,0,0,1,0,0.333,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0
110097,1911,BRO,,0,1,1,0,1.333,0,1,0,0,0,0,1,1,2,0,0,0,0,6,0,0,0,0
110097,1914,BRO,,12,7,26,17,168.333,86,60,4,8,3,0,157,54,74,2,11,3,0,709,6,16,2,4
110097,1915,BRO,,0,4,7,5,32.667,14,6,3,2,0,0,36,19,25,0,1,2,0,145,2,4,0,0
110100,1964,KC1,,0,1,9,0,16.333,7,10,6,0,0,0,17,16,18,1,0,6,0,80,1,0,0,3
